NUMBER,NAME,TYPE,LAST_ERUPTION,COUNTRY,REGION,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,POPULATION_5,POPULATION_10,POPULATION_30,POPULATION_100
210010,West Eifel Volcanic Field,Maar(s),-8300,Germany,Mediterranean and Western Asia,Western Europe,50.17,6.85,600,94991,94991,232256,7945412
210020,Chaine des Puys,Lava dome(s),-4040,France,Mediterranean and Western Asia,Western Europe,45.775,2.97,1464,323392,323392,427221,1577243
210030,Olot Volcanic Field,Pyroclastic cone(s),Unknown,Spain,Mediterranean and Western Asia,Western Europe,42.17,2.53,893,33377,33377,101153,5238117
210040,Calatrava Volcanic Field,Pyroclastic cone(s),-3600,Spain,Mediterranean and Western Asia,Western Europe,38.87,-4.02,1117,197199,197199,197199,774386
211003,Vulsini,Caldera,-104,Italy,Mediterranean and Western Asia,Italy,42.6,11.93,800,71789,71789,195475,4627250
211004,Colli Albani,Caldera,Unknown,Italy,Mediterranean and Western Asia,Italy,41.73,12.7,949,897039,897039,2962194,5330273
211010,Campi Flegrei,Caldera,1538,Italy,Mediterranean and Western Asia,Italy,40.827,14.139,458,2234109,2234109,3006865,6019697
211020,Vesuvius,Stratovolcano,1944,Italy,Mediterranean and Western Asia,Italy,40.821,14.426,1281,19162,675705,3907941,6009961
211030,Ischia,Complex,1302,Italy,Mediterranean and Western Asia,Italy,40.73,13.897,789,18669,20210,383661,5729354
211031,Palinuro,Submarine,-8040,Italy,Mediterranean and Western Asia,Italy,39.48,14.83,-70,0,0,0,225314
211040,Stromboli,Stratovolcano,2022,Italy,Mediterranean and Western Asia,Italy,38.789,15.213,924,2225,2225,3894,1347563
211041,Panarea,Stratovolcano,Unknown,Italy,Mediterranean and Western Asia,Italy,38.638,15.064,399,2127,2127,42429,1319585
211042,Lipari,Stratovolcano(es),1230,Italy,Mediterranean and Western Asia,Italy,38.49,14.933,590,26049,28925,36059,1564043
211050,Vulcano,Stratovolcano(es),1890,Italy,Mediterranean and Western Asia,Italy,38.404,14.962,500,2259,23059,86766,2093800
211060,Etna,Stratovolcano(es),2022,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3320,78,3291,1016540,3052770
211070,Campi Flegrei del Mar di Sicilia,Submarine,1867,Italy,Mediterranean and Western Asia,Italy,37.1,12.7,-8,230578,230578,230578,633350
211071,Pantelleria,Shield,1891,Italy,Mediterranean and Western Asia,Italy,36.77,12.02,836,6561,10985,12403,142817
211080,Marsili,Submarine,-1050,Italy,Mediterranean and Western Asia,Italy,39.284,14.399,-779,0,0,0,0
212020,Methana,Lava dome(s),-258,Greece,Mediterranean and Western Asia,Greece,37.615,23.336,760,152,1683,48917,4220783
212030,Milos,Stratovolcano(es),140,Greece,Mediterranean and Western Asia,Greece,36.699,24.439,751,6688,7389,9851,73100
212040,Santorini,Shield(s),1950,Greece,Mediterranean and Western Asia,Greece,36.404,25.396,367,5176,12266,12336,67468
212050,Nisyros,Stratovolcano,1888,Greece,Mediterranean and Western Asia,Greece,36.586,27.16,698,672,680,14285,461031
212051,Yali,Lava dome(s),Unknown,Greece,Mediterranean and Western Asia,Greece,36.671,27.14,180,5,499,36517,430920
213000,Kula,Pyroclastic cone(s),Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.58,28.52,750,66866,66866,187845,2655406
213001,Karapinar Field,Pyroclastic cone(s),Unknown,Turkey,Mediterranean and Western Asia,Turkey,37.667,33.6,1302,46013,46013,73698,1220961
213002,Hasan Dagi,Stratovolcano,Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.13,34.17,3253,235,4979,174584,1362673
213003,Gollu Dag,Lava dome,Unknown,Turkey,Mediterranean and Western Asia,Turkey,38.25,34.57,2143,835,20644,155618,2049981
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,127863,127863,218469,2253483
213010,Erciyes Dagi,Stratovolcano,-6880,Turkey,Mediterranean and Western Asia,Turkey,38.531,35.447,3864,1715,8036,767813,1817720
213011,Karaca Dag,Shield,Unknown,Turkey,Mediterranean and Western Asia,Turkey,37.67,39.83,1957,2157,6718,93286,2344496
213020,Nemrut Dagi,Stratovolcano,1650,Turkey,Mediterranean and Western Asia,Turkey,38.654,42.229,2948,608,7399,230531,1618263
213030,Tenduruk Dagi,Shield,1855,Turkey,Mediterranean and Western Asia,Turkey,39.356,43.874,3514,550,5060,173581,1938900
213040,Ararat,Stratovolcano,1840,Turkey,Mediterranean and Western Asia,Turkey,39.7,44.3,5165,25,1239,135563,2811646
214010,Elbrus,Stratovolcano,50,Russia,Mediterranean and Western Asia,Western Asia,43.351,42.442,5642,26,195,5718,1469719
214020,Kazbek,Stratovolcano,-750,Georgia,Mediterranean and Western Asia,Western Asia,42.7,44.5,5050,0,9,7693,1749897
214050,Samsari Volcanic Center,Lava cone(s),Unknown,Georgia,Mediterranean and Western Asia,Western Asia,41.542,43.7,3290,13210,13210,86563,1467499
214060,Aragats,Stratovolcano,Unknown,Armenia,Mediterranean and Western Asia,Western Asia,40.53,44.2,4095,0,163,150143,3046562
214070,Ghegham Volcanic Ridge,Volcanic field,-1900,Armenia,Mediterranean and Western Asia,Western Asia,40.283,45,3597,1265153,1265153,1265153,3151168
214080,Vaiyots-Sar,Pyroclastic cone(s),-2000,Armenia,Mediterranean and Western Asia,Western Asia,39.797,45.497,2575,31477,31477,57079,1465950
221010,"Tair, Jebel at",Stratovolcano,2008,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.55,41.83,244,0,0,0,14493
221020,Zubair Group,Shield,2013,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.05,42.18,191,7,7,7,671171
221021,Zukur,Shield,Unknown,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,14.02,42.75,624,508,922,1075,1472800
221022,Hanish,Shield,Unknown,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,13.72,42.73,422,219,304,811,850223
221040,Alid,Stratovolcano,Unknown,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,14.88,39.92,904,517,2447,25942,1216179
221041,Dallol,Explosion crater(s),2011,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,14.242,40.3,-48,461,670,2372,820823
221050,Gada Ale,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.975,40.408,287,101,605,4827,618972
221060,Alu-Dalafilla,Fissure vent(s),2008,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.793,40.553,578,0,9,11209,478054
221071,Bora Ale,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.725,40.6,668,0,0,11328,339803
221080,Erta Ale,Shield,2022,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.6,40.67,613,2685,2796,8857,235083
221090,Ale Bagu,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.512,40.631,988,2,919,8424,278270
221091,Hayli Gubbi,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.51,40.722,493,0,83,4266,179357
221100,Dubbi,Stratovolcano,1861,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.579,41.809,1625,0,0,18,14867
221101,Nabro,Stratovolcano,2012,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.37,41.7,2218,24,145,2713,26881
221104,Asavyo,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.098,41.599,1338,84,479,7697,47836
221105,Mat Ala,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.106,41.161,493,45,92,6756,83190
221106,Tat Ali,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.284,41.063,655,32,44,2130,100598
221107,Borawli,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.304,40.987,784,38,100,3699,111101
221110,Afdera,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.088,40.853,1250,51,6042,8611,161009
221111,Ma Alalta,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.013,40.185,1745,3925,25246,66381,1332833
221112,Alayta,Shield,1915,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.888,40.573,1496,156,925,13459,330411
221113,Dabbahu,Stratovolcano,2005,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.595,40.48,1401,204,1150,36494,540735
221114,Dabbayra,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.38,40.07,1302,804,3324,47053,1946949
221115,Manda Hararo,Shield(s),2009,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.17,40.82,600,191,857,7455,419204
221116,Groppo,Volcanic field,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.816,40.242,852,2411,10358,93790,2462199
221120,Kurub,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.88,41.208,625,8,9,64938,341992
221125,Assab Volcanic Field,Volcanic field,Unknown,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,12.95,42.43,987,9,9,97,181952
221126,Ardoukoba,Fissure vent(s),1978,Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,11.58,42.47,298,2895,2895,6898,560146
221127,Manda Gargori,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.75,41.48,700,284,1127,74334,310427
221141,Dama Ali,Shield,1631,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.28,41.63,1068,24,1944,40013,353949
221150,Gabillema,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.08,41.27,1459,248,772,12626,373968
221151,Yangudi,Complex,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.58,41.042,1383,33,795,11672,519635
221160,Ayelu,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.082,40.702,2145,193,1375,33262,1279214
221170,Adwa,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.063,40.831,1670,101,485,18645,1242922
221171,Hertali,Fissure vent,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.78,40.33,900,474,2243,65271,2279187
221172,Liado Hayk,Maar(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.57,40.28,878,22847,22847,54244,2688559
221180,Dofan,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.35,40.13,1151,1900,12452,54928,2900053
221190,Fentale,Stratovolcano,1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.975,39.93,2007,1919,14201,169357,3482286
221191,Beru,Volcanic field,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.95,39.75,1100,3850,20176,196084,3809644
221200,Kone,Caldera(s),1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.788,39.701,1380,7289,27271,255387,4245801
221210,Boset-Bericha,Stratovolcano(es),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.558,39.475,2447,3267,19603,586318,7130451
221220,Bishoftu Volcanic Field,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.78,38.98,1850,310101,310101,662037,7986826
221222,Sodore,Pyroclastic cone(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.43,39.35,1765,432998,432998,648056,7539098
221230,Gedamsa,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.357,39.188,1873,216008,216008,744211,8000105
221240,Bora-Bericcio,Pyroclastic cone(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.221,39.05,2267,5822,44666,433373,8356559
221250,Tullu Moye,Pyroclastic cone,1900,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.159,39.137,2343,11514,51976,546291,5565084
221251,Unnamed,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.013,39.062,1886,283786,283786,502586,5504017
221252,East Ziway,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.874,38.902,1889,85845,85845,432279,6051149
221260,Butajiri-Silti Field,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.05,38.35,2281,431631,431631,889323,7096283
221270,Aluto,Stratovolcano,-50,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.77,38.78,2335,6011,25619,314216,6813710
221280,O'a Caldera,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.47,38.58,2075,148588,148588,477361,8808566
221290,Corbetti Caldera,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.193,38.39,2320,565206,565206,1171948,9794061
221291,Bilate River Field,Maar(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.07,38.1,1700,359001,359001,1222547,9860754
221292,Tepi,Shield,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.42,35.43,2728,63395,63395,207121,1629787
221294,Northern Lake Abaya Volcanic Field,Volcanic field,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,6.76,37.97,1594,0,0,0,0
221311,East Chamo Basin,Pyroclastic cone(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.708,37.713,1150,78416,78416,194759,2991755
221320,Korath Range,Tuff cone(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.1,35.88,912,24549,24549,48969,270726
221330,Mega Volcanic Field,Volcanic field,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,3.971,38.213,1500,0,0,0,0
222001,North Island,Tuff cone(s),Unknown,Kenya,Africa and Red Sea,Africa (eastern),4.059,36.049,490,21,21,7326,180900
222010,Central Island,Tuff cone(s),Unknown,Kenya,Africa and Red Sea,Africa (eastern),3.496,36.04,518,28,28,10253,216485
222020,South Island,Stratovolcano,1888,Kenya,Africa and Red Sea,Africa (eastern),2.63,36.6,800,0,0,1959,98303
222021,Marsabit,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),2.32,37.97,1707,16804,22677,49742,111322
222030,"Barrier, The",Shield,1921,Kenya,Africa and Red Sea,Africa (eastern),2.32,36.57,1032,17,112,4180,109675
222040,Namarunu,Shield,-6550,Kenya,Africa and Red Sea,Africa (eastern),1.98,36.43,817,47,537,7073,186674
222050,Segererua Plateau,Pyroclastic cone(s),Unknown,Kenya,Africa and Red Sea,Africa (eastern),1.57,37.9,699,5211,5211,11949,147996
222051,Emuruangogolak,Shield,1910,Kenya,Africa and Red Sea,Africa (eastern),1.5,36.33,1285,80,252,4448,445177
222052,Silali,Shield,-5050,Kenya,Africa and Red Sea,Africa (eastern),1.15,36.23,1528,157,784,18705,917921
222053,Paka,Shield,-7550,Kenya,Africa and Red Sea,Africa (eastern),0.92,36.18,1697,468,4354,62835,1256175
222054,Korosi,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.77,36.12,1446,1256,9641,85474,2051312
222055,Ol Kokwe,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.62,36.075,1130,151,8229,115689,2700016
222056,Nyambeni Hills,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.23,37.87,750,13389,107199,768936,2781323
222060,Menengai,Shield,-6050,Kenya,Africa and Red Sea,Africa (eastern),-0.2,36.07,2278,2192,204608,886293,4259089
222070,Homa Mountain,Complex,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.38,34.5,1751,16124,60670,628701,10069120
222071,Elmenteita Badlands,Pyroclastic cone(s),Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.52,36.27,2126,134553,134553,445904,6117963
222080,"Eburru, Ol Doinyo",Complex,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-0.65,36.22,2856,460,9365,323529,7992639
222090,Olkaria,Pyroclastic cone(s),1770,Kenya,Africa and Red Sea,Africa (eastern),-0.904,36.292,2434,59747,59747,208003,8437829
222100,Longonot,Stratovolcano,1863,Kenya,Africa and Red Sea,Africa (eastern),-0.914,36.446,2776,809,17893,410677,8750154
222110,Suswa,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),-1.151,36.357,2356,474,4041,105232,6914644
222120,"Lengai, Ol Doinyo",Stratovolcano,2022,Tanzania,Africa and Red Sea,Africa (eastern),-2.764,35.914,2962,186,1855,18074,545305
222130,Chyulu Hills,Volcanic field,1855,Kenya,Africa and Red Sea,Africa (eastern),-2.68,37.88,2188,14889,14889,91280,1784980
222160,Meru,Stratovolcano,1910,Tanzania,Africa and Red Sea,Africa (eastern),-3.244,36.75,4550,0,2506,828942,2375631
222161,Igwisi Hills,Pyroclastic cone(s),-10450,Tanzania,Africa and Red Sea,Africa (eastern),-4.889,31.933,1146,37034,37034,105827,774440
222164,Ngozi,Caldera,1450,Tanzania,Africa and Red Sea,Africa (eastern),-8.989,33.554,2614,456466,456466,604376,2195623
222166,Rungwe,Stratovolcano,1250,Tanzania,Africa and Red Sea,Africa (eastern),-9.135,33.668,2953,644,20713,393819,2299914
222170,Kyejo,Stratovolcano,1800,Tanzania,Africa and Red Sea,Africa (eastern),-9.229,33.792,2176,2259,38428,378511,2263665
223001,Fort Portal,Tuff cone(s),-2120,Uganda,Africa and Red Sea,Africa (central),0.7,30.25,1615,242914,242914,498815,4167189
223002,Kyatwa,Tuff cone(s),Unknown,Uganda,Africa and Red Sea,Africa (central),0.45,30.25,1430,271685,271685,537190,4350194
223003,Katwe-Kikorongo,Tuff cone(s),Unknown,Uganda,Africa and Red Sea,Africa (central),-0.08,29.92,1067,446218,446218,578503,6241035
223004,Bunyaruguru,Maar(s),Unknown,Uganda,Africa and Red Sea,Africa (central),-0.2,30.08,1554,177517,177517,338735,5955535
223005,Katunga,Tuff cone,Unknown,Uganda,Africa and Red Sea,Africa (central),-0.471,30.191,1707,9430,144953,657740,5787434
223020,Nyamulagira,Shield,2022,DR Congo,Africa and Red Sea,Africa (central),-1.408,29.2,3058,3751,27027,711356,8333476
223030,Nyiragongo,Stratovolcano,2022,DR Congo,Africa and Red Sea,Africa (central),-1.52,29.25,3470,2416,31145,1006436,9087529
223070,Bufumbira,Pyroclastic cone(s),Unknown,Uganda,Africa and Red Sea,Africa (central),-1.304,29.683,2100,436134,436134,830916,10342253
224002,San Carlos,Shield,Unknown,Equatorial Guinea,Africa and Red Sea,Africa (western),3.35,8.52,2260,0,428,15688,142724
224003,San Joaquin,Shield,Unknown,Equatorial Guinea,Africa and Red Sea,Africa (western),3.35,8.63,2009,706,1432,16190,349646
224004,Santa Isabel,Shield,1923,Equatorial Guinea,Africa and Red Sea,Africa (western),3.588,8.762,2999,95977,95977,117500,506900
224010,Cameroon,Stratovolcano,2000,Cameroon,Africa and Red Sea,Africa (western),4.203,9.17,4095,328,26053,417460,3079036
224011,Tombel Graben,Pyroclastic cone(s),Unknown,Cameroon,Africa and Red Sea,Africa (western),4.758,9.717,500,234623,234623,434892,4087423
224030,Oku Volcanic Field,Stratovolcano,Unknown,Cameroon,Africa and Red Sea,Africa (western),6.25,10.5,3011,131944,131944,399741,3698980
225001,Todra Volcanic Field,Pyroclastic cone(s),Unknown,Niger,Africa and Red Sea,Africa (northern),17.68,8.5,1780,362,362,927,146935
225004,Tahalra Volcanic Field,Pyroclastic cone(s),Unknown,Algeria,Africa and Red Sea,Africa (northern),22.67,5,1467,0,0,518,86063
225005,Atakor Volcanic Field,Pyroclastic cone(s),Unknown,Algeria,Africa and Red Sea,Africa (northern),23.33,5.83,2918,0,0,0,116453
225006,Manzaz Volcanic Field,Pyroclastic cone(s),Unknown,Algeria,Africa and Red Sea,Africa (northern),23.92,5.83,1672,1196,1196,1326,5278
225009,"Toh, Tarso",Volcanic field,Unknown,Chad,Africa and Red Sea,Africa (northern),21.33,16.33,2000,0,0,0,4088
225010,"Tousside, Tarso",Stratovolcano,Unknown,Chad,Africa and Red Sea,Africa (northern),21.03,16.45,3265,0,0,394,5038
225020,"Voon, Tarso",Stratovolcano,Unknown,Chad,Africa and Red Sea,Africa (northern),20.92,17.28,3100,0,0,0,3220
225021,"Koussi, Emi",Pyroclastic shield,Unknown,Chad,Africa and Red Sea,Africa (northern),19.8,18.53,3415,0,8,26,1616
225030,"Marra, Jebel",Volcanic field,-2000,Sudan,Africa and Red Sea,Africa (northern),12.95,24.27,3042,638,8692,120061,983802
225040,Kutum Volcanic Field,Pyroclastic cone(s),Unknown,Sudan,Africa and Red Sea,Africa (northern),14.57,25.85,1779,30569,30569,30569,194797
225050,Meidob Volcanic Field,Pyroclastic cone(s),-2950,Sudan,Africa and Red Sea,Africa (northern),15.32,26.47,2000,5140,5140,5140,24193
225060,Bayuda Volcanic Field,Pyroclastic cone(s),850,Sudan,Africa and Red Sea,Africa (northern),18.33,32.75,670,1124,1124,2752,259325
230010,Sharat Kovakab,Volcanic field,Unknown,Syria,Middle East and Indian Ocean,Middle East (western),36.536,40.858,516,176268,176268,228172,1826752
231040,"Lunayyir, Harrat",Volcanic field,1000,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25.17,37.75,1370,234,234,234,61662
231050,"Ithnayn, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),26.58,40.2,1625,3112,3112,3112,19734
231060,"Khaybar, Harrat",Volcanic field,650,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25.5,40,2093,13619,13619,13619,1415732
231070,"Rahat, Harrat",Volcanic field,1256,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),23.08,39.78,1744,138380,1010115,1010115,1010115
231071,"Kishb, Harrat",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),22.8,41.38,1475,8028,8028,8028,25048
231072,"Birk, Harrat al",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),18.37,41.63,587,37855,37855,37855,596401
231080,"Yar, Jabal",Volcanic field,1810,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),17.05,42.83,305,292582,292582,574162,2204954
231090,"Arhab, Harra of",Volcanic field,500,Yemen,Middle East and Indian Ocean,Middle East (southern),15.63,44.08,3100,284443,284443,820695,6517834
231100,"Marha, Jabal el-",Tuff cone,Unknown,Yemen,Middle East and Indian Ocean,Middle East (southern),15.245,44.236,2506,7617,215379,2502680,6484784
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,225754,225754,225754,4164209
231120,"Dhamar, Harras of",Volcanic field,1937,Yemen,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,791276,791276,791276,5778965
231160,"Sawad, Harra Es-",Volcanic field,1253,Yemen,Middle East and Indian Ocean,Middle East (southern),13.58,46.12,1737,74598,74598,74598,850297
231170,Balhaf-Bir Ali Volcanic Field,Volcanic field,Unknown,Yemen,Middle East and Indian Ocean,Middle East (southern),14.067,48.3,604,5690,5690,6643,177124
231180,Bir Borhut,Volcanic field,Unknown,Yemen,Middle East and Indian Ocean,Middle East (southern),15.515,50.935,464,517,517,2117,115648
232001,Sahand,Stratovolcano,Unknown,Iran,Middle East and Indian Ocean,Middle East (western),37.75,46.43,3707,163,1449,60328,2878308
232002,Sabalan,Stratovolcano,Unknown,Iran,Middle East and Indian Ocean,Middle East (western),38.268,47.835,4784,136,762,103605,1961046
232010,Damavand,Stratovolcano,-5350,Iran,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,27,2295,59171,11945981
232030,Bazman,Stratovolcano,Unknown,Iran,Middle East and Indian Ocean,Middle East (eastern),28.07,60,3490,8,64,7370,102151
232040,Kuh-e Nader,Volcanic field,Unknown,Iran,Middle East and Indian Ocean,Middle East (eastern),28.17,60.67,1500,2979,2979,17818,232462
232050,Taftan,Stratovolcano,Unknown,Iran,Middle East and Indian Ocean,Middle East (eastern),28.6,61.13,3940,8,132,8118,191711
233001,"Grille, La",Shield,Unknown,Comoros,Middle East and Indian Ocean,Indian Ocean (western),-11.47,43.33,1087,154373,154373,243474,371795
233005,Mayotte,Shield,2019,France,Middle East and Indian Ocean,Indian Ocean (western),-12.83,45.17,660,0,0,0,0
233010,Karthala,Shield,2007,Comoros,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,225379,225379,278330,399067
233011,Ambre-Bobaomby,Volcanic field,Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,20396,20396,51426,408436
233012,Nosy-Be,Pyroclastic cone(s),Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-13.32,48.48,214,14015,14015,61656,396548
233013,Ankaizina Field,Pyroclastic cone(s),Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-14.3,48.67,2878,9628,9628,41916,637393
233014,Itasy Volcanic Field,Pyroclastic cone(s),-6050,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,129121,129121,249291,4168513
233015,Vakinankaratra,Pyroclastic cone(s),Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-19.85,46.942,2644,123192,123192,413328,5184370
233020,"Fournaise, Piton de la",Shield,2022,France,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,55859,55859,246792,717820
234000,Boomerang Seamount,Submarine,1995,France,Middle East and Indian Ocean,Indian Ocean (southern),-37.721,77.825,-650,0,0,0,0
234001,Amsterdam Island,Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,0,0,0,0
